ID,explain_money,classification
R_3cc2j5Y4w4eP5fj,money is different and because i dont know the other guy at all i gave myself most while still giving him the 2 bucks,OTHER
R_7t3Cbq8APpo6iCP,I split it evenly between the both of us even though I just met my partner because I would like to be kind and equal in such a situation even if it is only hypothetical.,SOCIALNORM
R_7LhMKOVa2mCBqpz,I allocated 5 bucks to the other person because it is only fair that we are able to spilt the money and both have an opportunity to buy something.,SOCIALNORM
R_7fdwFLa7Yh8usV5,I think that splitting the money $5 and $5 is fair. We would both have enough money do something with such as get a cup of coffee or a snack.,SOCIALNORM
R_1d6uH7FHIGPkl9Q,"If i found the $10, I'll keep it but if it was provided to the both of us, it'll be split 50/50",SOCIALNORM
R_53TvkxPz0HTRouj,I thought it would only be fair to each take 5. That way we split it evenly and both leave happy.,SOCIALNORM
R_5oEDHGoZEDJk3Re,I split the 10 dollars evenly between us.  I felt that this was the most fair way as it was even.,SOCIALNORM
R_39SfDQDYskhgV2x,"I allocated myself 7/10 dollars because being a college student and finding money I'd be inclined to keep some of the cash to go towards spending money, but I would be alright sharing some of the money with the other participant.",SATIATION
R_57weqDF5NafiKZE,we will help each other when we got requirement,OTHER
R_3KfNt6kAI4k2fYi,"splitting it is the fairest. Since my partner hasn't done anything wrong to me, I'd be happy to be nice and fair.",SOCIALNORM
R_3YnAX4Pu2HJlUFK,I am not better than him so i do not deserve more money and vice versa.  We are both equal and contributed equally so the reward is split equally,SOCIALNORM
R_640P52DANBfhVel,"I do not know the person, but they seemed nice. It is better to offer an equal number than to be greedy and take more.",SOCIALNORM
R_3zZu3SQUr1gspwT,"We are equals with one another, I don't deserve to take more money than my new friend. Sharing is a great thing to do, getting to split something means we would both have five dollars instead of one of us having ten dollars.",SOCIALNORM
R_6G6sZs56fXs1QDr,"I had the same reasoning as above. We both were given the $10, so it makes sense to split it in half so we both get the same amount of money.",SOCIALNORM
R_3sXCbCorNi2tm7v,I picked $10 because it it the most I could have taken,SOCIALNORM
R_5vkx2JS9b9XiRF8,It's only fair if it's even. There shouldn't be a reason I should take more or less than my partner unless we were being rewarded for something and I felt like I did more than them. I don't see a reason why in this scenario I would deserve more than them.,SOCIALNORM
R_5mgXEDcNklWaWDc,I don't mind sharing 5 bucks,SOCIALNORM
R_5CQ1OEMXYk8KgQG,"I did the exact same thing pretty much, 5 dollars for me and 5 for the randomly paired. I also just think that would be the fairest thing to do because if it were reversed it would be rude if they gave themselves 10 and me nothing. Again, being fair and not selfish.",SOCIALNORM
R_6fjAzU15Apvf8IV,I thought 5 dollars and 5 dollars for the both of us would be more beneficial. It also feels good to give something to someone else who will probably be grateful to receive it.,SOCIALNORM
R_1XhDnRp2A2R7yd8,"I gave myself all 10 dollars because money is a valuable that can be used in the real world. Not that time isn't valuable, but money has a meaning of things you want.",FUNGIBILITY
R_73D2NP8QFBKLkAz,"I wanted to make sure my partner and I got the same amount of money, because I believe that would be more fair and morally correct.",SOCIALNORM
R_1ab5Mqh3PBpYtyz,I mean I dont really know the other person that well. There are a lot of other people I would give 10 dollars to then her.,OTHER
R_16i4bgXodwQqZNf,"I split the amount evenly ($5 for myself and $5 for another participant) because that seems the fairest. It's not a life changing amount of money so I don't really feel too guilty taking some for myself and it makes the most sense if we both leave with a little money as a treat, it's a win-win for everyone :)",SOCIALNORM
R_6kj4bh00Re7IahI,I learned about this in econ. 5 and 5 is not the equilibrium is it the cooperate value. I like who I was paired up with. I have no incentive to defect.,SOCIALNORM
R_11jxRZf29wIVVIc,its fair and its only $10,SOCIALNORM
R_3qagv5BLB8hf6qt,"Similar to the other prompt, the amount of money isn't really material. I'd prefer to allocate it equally so nobody has any guilt, but can still get a little bit out of it.",SOCIALNORM
R_1erbKIZnvo3fa4A,I would split the money in half with my partner. I think it is only fair to split the money in half and there is no reason why either of us should have more than the other.,SOCIALNORM
R_51pCaa0vXOu3Ky4,I was offered the money with no logical reason to split it.,OTHER
R_5zqDEGx6087CD50,I would give 5 dollars to the other participant and keep 5 dollars. I would do so because that is an even distribution.,SOCIALNORM
R_7497KfB31wP6e21,"If I were given the $10 and my partner didn't know, I would probably keep all of it to myself because I am a broke college student.",SATIATION
R_669Y7T0hG5vXvE3,"I mean basically this is the scenario where if one person chooses 10 and the other chooses to split it evenly one comes out with triple the amount. Honestly, I was thinking just to take the 10 for myself and then if the other would choose to take 10 for themself, we'd come out even. However, if they were to choose to split it evenly and I ended up with 15 as a result, I would feel slightly bad, assuming I can't give them 5 afterwards to make it even. So I just went with splitting it evenly seems like the nicer thing to do and the 5 extra I would have isn't a big deal to me.",SOCIALNORM
R_6g7P7a6awguSMOf,I split the $10 evenly because it just seemed like the fairest amount. I would feel bad getting more than someone else even if they are random.,SOCIALNORM
R_7rGiyWbbc0PwEpU,Both of us dont deserve the money equally so we should split it. If its 10 then we can both get 5.,SOCIALNORM
R_6KeDKfd1g0bOMf8,"If the other person chose $10 as well, I would be annoyed if I got less/none.  Also, I want to buy lunch after this.",DESIRABILITY
R_5Hv6KqUCHdO6Xol,"Since the money was something that was given to me, I have no issue splitting it with someone else. I did not work to earn this money, so I don't feel as though I earned the money and therefore have no reason to share it.",SOCIALNORM
R_5flYE7QRBjZd6bc,I did 5 and 5 I wanted it to be fair,SOCIALNORM
R_6OPSvBizU5QR6Qs,"It's money, so I would feel bad not giving them half. Also, its only 10$. If it were hundreds, my answer would be way different.",SOCIALNORM
R_5xUwNa2OIC7Y5Ut,"I've allocated equal money between me and my partner this way it is fair if we both have an equal amount of money to spend. I don't know my partner that well, so I have no strong negative or positive feelings towards them.",SOCIALNORM
R_3Sfr4X6gk7fJU7X,I chose to give him half to cash to be fair and I would hope he would do the same for me. Also its only 10 dollars and the joy of 5 dollars vs 10 dollars isn't that much different so mind as well spread the joy.,SOCIALNORM
R_6nYLGVGy81waBdY,"I think that since we are both doing BRC studies for same reason it doesn't make sense to not distribute it evenly. I'd be happy to leave with 5 dollars because my alternative would be to leave with nothing, so anything is a win to me in that sense.",SOCIALNORM
R_1xYL2SHs1Mvwug9,This is a fair way of splitting money. I think it would be nice to split evenly.,SOCIALNORM
R_30V30Du437EBDIz,Because Im a girl and probably have more use for the money,DESIRABILITY
R_52tURThuN8N6FgA,I just think that it's fair to do half and half. It's a simple way to keep things fair.,SOCIALNORM
R_6KC7ZJGxFmswTZI,It really doesn't benefit me that much to take all the cash. 50$ can be stretched to a few meals/snacks so I think it's a win to have us just split.,SATIATION
R_6oTssSnLC6Suke9,"Since there is $10 it just felt natural to just split it, there is no reason for me to take any more or any less.",SOCIALNORM
R_3VfpP2CtPLhZxCR,I split the total down the middle again.  I did this because I thought this was fair and we would both get the same amount.,SOCIALNORM
R_78SoANKUorQvplL,Its the fair thing to do. It is also the right thing to do. We both make out even in the end.,SOCIALNORM
R_6EWYl0HqAnAszfi,"It was the most fair to split it evenly. Even thou we just met, I feel it would have been morally wrong to allocate more to me, especially since I don't know his situation.",SOCIALNORM
R_5IrYwSNnXp6SINP,"I would split the money evenly. 10 dollars is not that significant of an amount, and since my partner has no say in this, it would be most fair that we each get the same amount. It would be wrong of me to benefit from the split being in my hands.",SOCIALNORM
R_3NycSHIo2oj317M,split 50/50 because we could all use some money,SOCIALNORM
R_1GEbDt7cruwIO9O,I decided to do an even 50/50 split. That way no one feels upset.,SOCIALNORM
