ID,explain_diff,classification_diff
R_6nNIVzAHk9OSqOG,i allocated the same portion of money and music because it fair to split it in half,SOCIALNORM
R_7PUynF0fCaQhrQ2,"I allocated the same proportion of money as of minutes off ($5 and 5 minutes) to the other participant. Both were an even split of 10, which made sense to me given the scenario.",SOCIALNORM
R_3kNghLenr1hs9pc,"I allocated the same proportion of money as minutes off to the other participant because in both scenarios, it wasn't something that was going to majorly affect my life. Both ways, I was getting either a break from the study or $5, and I would want someone else to also benefit from this if I had the choice.",SOCIALNORM
R_7W9SXUKxWNoRRFn,"I think that splitting things down the middle is fair, especially if I don't necessarily need something and someone could use it more, but since I don't have that information, I think the same proportion for each was fair.",SOCIALNORM
R_6msjMToXojQ8gUy,"i didn't see the money and minutes as much different since the amounts were so negligible. it was natural for me to split both evenly, since i don't know my partner and would want to avoid any discourse. i would not want my partner to think of me as greedy.",SOCIALNORM
R_6kOgobQCssl1cjS,the most fair thing to do it split everything so no one is short handed,SOCIALNORM
R_6qql59HU0vlg8jT,I think splitting everything evenly is what is most fair. I made this decision based on how I would want my partner to treat me.,SOCIALNORM
R_1FxZWcS32ruEz38,"I allocated the same amount of money and minutes off to the both of us, so it was even. It would not be fair if my partner had to spend more time doing a boring task or having less money than I did.",SOCIALNORM
R_31XVl4J0dvPrpIS,"it was the most fair option, judging by I know this participant decently well, makes sense to split 50/50",SOCIALNORM
R_5aS9B3X8y9fFujy,I allocated the same amount for both the money and music. I did this because I think that all the money and minutes should just be split evenly.,SOCIALNORM
R_3TY5MKTyAyltH1W,"I allocated the same proportion of money as of minutes off to the other participant because I think both should be evenly divided. I don't see the difference when it comes to money or time, both should be even and equal.",SOCIALNORM
R_7NDHg8T2dpckpZA,"I allocated the same proportion because it is fair. I put myself in the other person's shoes, and if I were them, I would have wanted me to do the same thing.",SOCIALNORM
R_3FywtBwaHkbRQ9U,I chose the same proportion for both. Idea of a fair split applied to both.,SOCIALNORM
R_7X6zVyVsXeOhyXD,I allocated a slightly lower proportion of money than of minute off. I did this because there have been times where I intentionally shorted myself on money to give someone I was with more and they ended up offended. In an effort to not do that I figured it would be best to evenly split it,SOCIALNORM
R_5DV7FP8u3GnBTsB,Allocating the same proportion of money and minutes seemed to be the most fair option to me because in both cases I split them in the middle and we each got half.,SOCIALNORM
R_1Kqorv1h0N3VCjo,I allocated less time than money for the other participant because I think the money will have more value to her than the time. I also wouldn't mind giving up five dollars.,FUNGIBILITY
R_3iWpSH1sh5gONV5,"i allocated the same proportion of money as of minutes off because i view the principle in both scenarios the same. regardless of what i'm splitting, it's fair that its an even split if we are both doing the same thing to earn it.",SOCIALNORM
R_50qhzjHXuDjXF2E,I allocated the same amount of money and minutes to my partner because I just split both between us evenly. I think that is the fair and best way to prevent bias or upset/annoyed feelings.,SOCIALNORM
R_5e8DGUvH3lxyd8B,It is only ten dollars so i think is not more important than minutes.,SOCIALNORM
R_771hcydHvfBqai1,"I allocated the same because they are both even numbers, so I just split it evenly. I didn't take more break time or money because I feel like it would be selfish and not nice to the other person.",SOCIALNORM
R_7G1uPcNKWJ9oEtX,Did the same because probably no matter what we were given I would offer to split it evenly with the other person.,SOCIALNORM
R_5egYmijLoMjvl5P,I did the same proportion because it is identical. No one gets more or less than the other.,SOCIALNORM
R_3ySxE7Hsqfv7ynv,"I chose to split both allocations easily for similar reasons. I wanted to be fair, just, and kind towards my partner and I didn't value a resource enough to take any more than an even amount.",SOCIALNORM
R_6DTw95ROdU3LHLt,I allocated the same proportion since each time I wanted to make the split fair. The only way to successfully do this is being splitting the money/minutes 50/50.,SOCIALNORM
R_3KopMtmn3U0D9qe,"I allocated the same amount of money and time spent listening to music. The principle of fairness reigns supreme, no matter the item we are discussing the allocation of.",SOCIALNORM
R_7ie5ZMQvGHXQUFj,I am broke and value money over something that won't make as much of a difference for me and I am also more ok with me giving up. I think that I'm not a horribly selfish person but I do look for opportunities to get my way and get what I want so.,SATIATION
R_6FhCE5HCjgxrO3n,It was the same because both of the options didn't really matter that much to me. My partner was nice and I enjoyed talking to her.,SOCIALNORM
R_5SM4ZnPt3qROXkd,"makes the most sense, not like anyone deserved it more given the random scenario",SOCIALNORM
R_6aII1KiYNTaXAvX,"10 dollars seem more important than a mere 10 minutes, but I did do a very similar proportion. Neither  of these seem lik much of a big deal.",SATIATION
R_6DOzz06wYRlG72z,We are both doing the same amount of work. My partner seemed like they would put in the same effort as I am.,SOCIALNORM
R_6ZLo9usiNV2d7rj,I allocated the same because I would have rather share equally than unequally.,SOCIALNORM
R_6PtumLnkRDe4xnu,"I allocated the same amount because the number of minutes and dollars were the same (10), and there are 2 people (me and my partner) total.",SOCIALNORM
R_1f39u8tAHLyMru3,I split the money and the time the same because when I split things up between people I try to give the most fair amount or thing out because it feels like the right thing to do. Also it feel wrong to give yourself more when you can split it evenly.,SOCIALNORM
R_5kvoAoW1mi8rLpy,"I allocated a lower proportion of money than minutes to the other participant because minutes listening to music during a task means way less than me to money. The money could buy me something that would make me happy, the minutes wouldn't really do anything for me.",DESIRABILITY
R_6wzS8DyiVPpmHcG,I allocate the same proportion of money as of minutes off to the other participant because I want each of us can get the same amount of money and time to finish doing the task.,SOCIALNORM
R_1P7VVLZ7umCRzrt,I allocated the same proportion of money as minutes because I wanted to split it up evenly. I wanted to do this for both because I thought it would be fair and selfless of me.,SOCIALNORM
R_3QusKeonMjyUOQq,I did the same because in both cases he was still my equal and thus deserved the same amount of everything I had especially considering neither of us worked for it,SOCIALNORM
R_6lbGEDxDzDN7twB,"I allocated the same proportion of money and minutes to keep everything evenly split. I won't feel guilty for being selfish and I am not cutting myself out of anything, everyone gets the same so i feel like both people win.",SOCIALNORM
R_6j6CfdZu0bEV1Fr,"i allocated the same, because the value of the 10 dollars and minutes mean the same to me at this moment",FUNGIBILITY
R_1PCfYbr6b2XdjeL,"In both cases, I just wanted to be fair with my partner",SOCIALNORM
R_5bKaCeFEtexMdTh,"For the money, I don't need 10 dollars, so seeing my partner happy and possibly benefiting him with the money would make more use out of the money. For the 10 minutes, I don't mind doing a pointless task for 10 minutes while my partner listens to music because he might be stressed and need a break",SOCIALNORM
R_1dp1i7kVWXId2hd,I allocated the same proportion since both would be allocated evenly. This will make it fair for both participants.,SOCIALNORM
R_7IQq9jTZgNEgILv,I gave the same proportion of money to minutes. I did this because that is what is fair to split it evenly.,SOCIALNORM
R_7QVGAUO4ylSpl58,I allocated the same proportion of money as of minutes off to the other participant because I wanted each of us to receive the equal amount for both scenarios. I did not think in any way do I deserve more than the other participant and I hoped that they would think similarly to me.,SOCIALNORM
R_3cc2j5Y4w4eP5fj,i allocated a lower proportion of money than minutes because who would'nt take the extra money in that scenario,DESIRABILITY
R_7t3Cbq8APpo6iCP,I allocated the same proportion of money and minutes (half split) to my partner because I thought that that would be the most equal and fair solution.,SOCIALNORM
R_7LhMKOVa2mCBqpz,I allocated the same proportion 5 bucks and 5 minutes because I think that is fair. I believe that the dynamic between us would not be the same if we do not have an equal playing field. We both worked as hard so we deserve equal break.,SOCIALNORM
R_7fdwFLa7Yh8usV5,"I thought that I'd split the money fair due to me not knowing the person. However I am fine without listening to music, so I didn't need as much time there, making the money number larger.",SATIATION
R_1d6uH7FHIGPkl9Q,Everything should be 50/50 when working with a partner to prevent any unfairness.,SOCIALNORM
R_53TvkxPz0HTRouj,I did the same for both options because we would both be able to benefit from each. It felt wrong to take either all for myself.,SOCIALNORM
R_5oEDHGoZEDJk3Re,I allocated the same amount of minutes and money because it was the most even way to split the 10 dollars and 10 minutes.  I was trying to be as fair as possible.,SOCIALNORM
R_39SfDQDYskhgV2x,I allocated a lower portion of money off to the other student than minutes. I chose to do this because I have more breathing room to give up minutes than I do to give up money.,PERISHABILITY
R_57weqDF5NafiKZE,I allocated lower proportion of money than of minutes off to the other participant because money is much more important than time,DESIRABILITY
R_3KfNt6kAI4k2fYi,It is the fairest,SOCIALNORM
R_3YnAX4Pu2HJlUFK,"I am not better than him so i do not deserve more time and vice versa.  We are equal and contributed equally so the reward is split equally.  Why should i take more than him.  i am not greedy and the reward is too miniscule to fight over.  If the reward was bigger, whoever needed the money or time more should receive a greater amount.",SOCIALNORM
R_640P52DANBfhVel,I value money and music in the same way. I love music and who does not want money as well. Offering a fair amount (equal) is the better solution in my opinion.,DESIRABILITY
R_3zZu3SQUr1gspwT,"I gave us the same thing because neither one of us is better than the other. We both deserve equal amounts, and two people each having something is better than one person having something and the other person having nothing.",SOCIALNORM
R_6G6sZs56fXs1QDr,"I allocated the same amount of both to each of us. Both numbers could be split in half, so it makes sense to give us each the same amount because we both are doing the same amount of work and were both given the 10 minutes/dollars.",SOCIALNORM
R_3sXCbCorNi2tm7v,I Picked 5 because it was even,SOCIALNORM
R_5vkx2JS9b9XiRF8,I allocated the same proportion of money as of minutes off to the other participant because it's fair and equitable. I don't see any reason why I should be more or less deserving of these rewards than they are.,SOCIALNORM
R_5mgXEDcNklWaWDc,Same because I don't need all 10 minutes or 10 dollars,SATIATION
R_5CQ1OEMXYk8KgQG,I allocated the same proportion of money as of minutes off to the other participant so that the amount and time was equal and fair between the two of us. I would want them to do the same for me.,SOCIALNORM
R_6fjAzU15Apvf8IV,I think doing the same proportion is what works best for me and the other person.,SOCIALNORM
R_1XhDnRp2A2R7yd8,"I allocated more money than minutes because that time won't change the outcome of my life more than the ten dollars will. If I had to do the same task either way, how much time I got off didn't matter, so I figured I would share.",FUNGIBILITY
R_73D2NP8QFBKLkAz,"I see the choice between money and minutes off as both equally important, which is why I wanted to ensure they were both equally split. Even if money is tangible and minutes are not, I would not want to be unfair in either case.",SOCIALNORM
R_1ab5Mqh3PBpYtyz,"I think it is different because the minutes off only applies to that one specific task, but I could give money away to anybody at any time so I would be more likely to either keep the money or give it to a friend or family member",FUNGIBILITY
R_16i4bgXodwQqZNf,"I gave the other participant more minutes of music time rather than money (10 minutes of music, $5). The 10 minutes of music prevented them from doing a menial task/ it got them out of something they might dread or really not want to do while giving them only $5 let us both walk away happy with some extra money.",DESIRABILITY
R_6kj4bh00Re7IahI,"SAME
I am a Libra my life is ruled by inanimate balance.",SOCIALNORM
R_11jxRZf29wIVVIc,the same because it doesnt matter that much to me and i would want someone to be fair like me,SOCIALNORM
R_3qagv5BLB8hf6qt,"With what I was saying before, the amounts really aren't material to me, and I think that the best solution when neither of us would get anything anyways is to do an even split. The 5 dollars, even though more valuable than 5 minutes of music, really doesn't do much today.",SATIATION
R_1erbKIZnvo3fa4A,I allocated the same proportion of money as minutes because I feel we should try and make things as equal as possible amongst the two of us. There is no reason I feel I have learned that would give either of us an advantage or needing more than other.,SOCIALNORM
R_51pCaa0vXOu3Ky4,"Her having 5 minutes off also benefits me, while her having $5 does not benefit me.",FUNGIBILITY
R_5zqDEGx6087CD50,"I allocated the same proportion of money as of minutes off to the other participant because that made the time, we were doing a task or amount of money we received even. If I receive more money or more time listening to music than the other participant, that would not be an even distribution.",SOCIALNORM
R_7497KfB31wP6e21,"I allocated a lower proportion of money to my partner because she is a sophomore, maybe she has a job. I want the money to spend on chips or candy to treat myself after a hard week.",DESIRABILITY
R_669Y7T0hG5vXvE3,"Similarly to what I answered before, with the money it was more about fairness and the fact that splitting it evenly only leaves me with 5 less which isn't a big deal to me vs the idea of being selfish. And for the minutes, honestly I thought about taking no time for myself and just getting the task over with, but again that would delay the other person and I kind of want to hear the music.",SOCIALNORM
R_6g7P7a6awguSMOf,I allocate a higher proportion of money than minutes off to the other participant. I did this because if they have less time off they can get more money.,FUNGIBILITY
R_7rGiyWbbc0PwEpU,"Its identical because they are almost identical scenerios. In both, there is no inherent reasoning to why either of us should have more or less of the split, so it should be split evenly.",SOCIALNORM
R_6KeDKfd1g0bOMf8,"There are 10 wasted minutes regardless, but only $10 total. I wouldn't mind much if I had to do something boring if I'm not getting out earlier, but I again would be very annoyed if the other person got more money.",PERISHABILITY
R_5Hv6KqUCHdO6Xol,"To me they felt like very similar scenarios. I was given something, the money or the music, and also given the ability to share it. As the other participant and I have no problem with each other I was inclined to split both evenly.",SOCIALNORM
R_5flYE7QRBjZd6bc,I wanted the treatment to be the same and fair,SOCIALNORM
R_6OPSvBizU5QR6Qs,I gave myself more time off than money due to the fact that I would feel bad. I feel I am a kind person and that is a good decision of me.,SOCIALNORM
R_5xUwNa2OIC7Y5Ut,"I allocated the same proportion of money as minutes because I don't know my partner that well, so I have no strong negative or positive feelings about them, so by allocating resources evenly for both things it is fair. Also, time and money are equal things in some people's mind, hence the saying time is money.",SOCIALNORM
R_3Sfr4X6gk7fJU7X,I did the same proportion since I did 50/50 to be fair. I think we should share more as a society.,SOCIALNORM
R_6nYLGVGy81waBdY,"I allocated the same because it doesn't make sense to me to be greedy in this type of situation. The amount of time or money difference is so miniscule that the guilt of taking more than the other person would get is not worth it to me, so I decided to just split it evenly for both.",SOCIALNORM
R_1xYL2SHs1Mvwug9,I allocated the same amount so that no one would feel like they got the short end of the stick. This way no one has anything to complain about or feel hurt by.,SOCIALNORM
R_30V30Du437EBDIz,i allocated lower because i think women deserve to be a little more spoiled and i would have more use for that money,DESIRABILITY
R_52tURThuN8N6FgA,"I allocated the same proportion of money as of minutes to keep it fair. I split it down the middle to keep it not only fair, but also for simplicity.",SOCIALNORM
R_6KC7ZJGxFmswTZI,I don't really see why I should have to keep more or give more. If it helps everyone then why not take that option? It's like how people complain about how some people get benefits or certain accommodations (eg. disability) when giving benefits/making things more accommodating across the board would make everyone's lives easier.,SOCIALNORM
R_6oTssSnLC6Suke9,I split the money even because I feel like there is no reason is give any more or any less. For the minutes I gave my partner extra just in case because I really don't mind doing boring tasks.,SOCIALNORM
R_3VfpP2CtPLhZxCR,"I allocated the same portion of minutes because it only felt fair.  I do not know this person, so I do not feel obligated to give myself more minutes and give them less.",SOCIALNORM
R_78SoANKUorQvplL,Same because its what you should do. We were picked for each other at random there was not a choice.,SOCIALNORM
R_6EWYl0HqAnAszfi,"I split them both evenly. I did this because I think it was the fairest option. Morally, I didn't want to be selfish.",SOCIALNORM
R_5IrYwSNnXp6SINP,"I allocated a higher proportion of minutes than money to my partner. I think I was more willing to sacrifice minutes of music because it is less valuable than money. I can listen to music whenever I want, so I don't need to listen to it more than my partner. But you can't just produce free money whenever you'd like, so there was a greater consideration for the split of money. I felt that in no situation would it be fair to give my partner less money than me, and if my partner gave me less money than I would feel injustice. The easiest way to minimize conflict would be to just each take 5 dollars.",FUNGIBILITY
R_3NycSHIo2oj317M,i value money more than relaxing music,DESIRABILITY
R_1GEbDt7cruwIO9O,I allocated same amount of money and minutes listening to music. What's fair is fair 50/50 is the best thing to do.,SOCIALNORM
