ID,study,resource,donation,pie
R_7rIx4NE1YvJbKNP,Study 5,Oatmeal packs,5,10
R_7tgwxRyIU4w5V2o,Study 5,Oatmeal packs,5,10
R_1QqsXpP9BS7PxxT,Study 5,Oatmeal packs,5,10
R_7EbPJtl1D1NeM32,Study 5,Oatmeal packs,5,10
R_50jE5ibMCCgpohN,Study 5,Oatmeal packs,5,10
R_5rCbe489DYpORJ4,Study 5,Oatmeal packs,6,10
R_1MF1uztVU6wmuf9,Study 5,Oatmeal packs,7,10
R_6OqymTybSiJXvxy,Study 5,Oatmeal packs,6,10
R_3O6AamvSnjgLLoi,Study 5,Oatmeal packs,5,10
R_6m4xma0yspfHysF,Study 5,Oatmeal packs,10,10
R_14c3DJ1WgORhZkZ,Study 5,Oatmeal packs,5,10
R_7foMaPI01qgv2v4,Study 5,Oatmeal packs,9,10
R_7S8qbgCyptzywG9,Study 5,Oatmeal packs,5,10
R_1kGIL02BSmq29QI,Study 5,Oatmeal packs,5,10
R_52XAnmwZjuTAocQ,Study 5,Oatmeal packs,5,10
R_6IPUtF9QjuOQL5v,Study 5,Oatmeal packs,5,10
R_6f47OOirQQvytKm,Study 5,Oatmeal packs,7,10
R_3lvoEbsMb6RymwV,Study 5,Oatmeal packs,5,10
R_7eVkfq1XQMEF9jr,Study 5,Oatmeal packs,5,10
R_7ktcint08VIZ4Gm,Study 5,Oatmeal packs,5,10
R_5vkT6uXjsUPDUno,Study 5,Oatmeal packs,10,10
R_10wxgS8MFVqLskE,Study 5,Oatmeal packs,5,10
R_74co1xVKtdQmAW4,Study 5,Oatmeal packs,10,10
R_5uPu9DJpFmbAEzm,Study 5,Oatmeal packs,5,10
R_3re8Wk0VdJzXpjr,Study 5,Oatmeal packs,5,10
R_6RfjNE7py35asmJ,Study 5,Oatmeal packs,10,10
R_736dYLAJNVzRCwh,Study 5,Oatmeal packs,5,10
R_6CQgey27sm8Jeyp,Study 5,Oatmeal packs,5,10
R_5gTz8lWLP6dZCDJ,Study 5,Oatmeal packs,10,10
R_5aUDkpl0l4ld7gI,Study 5,Oatmeal packs,8,10
R_3YqYhTEbNjQkYnB,Study 5,Oatmeal packs,5,10
R_6OrJmydl0eDFR7N,Study 5,Oatmeal packs,5,10
R_5FVnOq6N2niLjTH,Study 5,Oatmeal packs,5,10
R_7VOBWb8p76aL4fT,Study 5,Oatmeal packs,5,10
R_31VrFxT4X1apThv,Study 5,Oatmeal packs,5,10
R_6GE5fnVYYLV7P9J,Study 5,Oatmeal packs,10,10
R_5visovmegLKFM8F,Study 5,Oatmeal packs,5,10
R_1Yb1nh3MFT0PbbG,Study 5,Oatmeal packs,5,10
R_7CfeJJsXE9doY5O,Study 5,Oatmeal packs,5,10
R_1BbniTxZ1mwpXXz,Study 5,Oatmeal packs,5,10
R_5pgL5tslRFTMMtv,Study 5,Oatmeal packs,0,10
R_65Xp6yACt6Vl2tr,Study 5,Oatmeal packs,5,10
R_6hUWH8NAlcSKsLf,Study 5,Oatmeal packs,5,10
R_52P9OeYQHuWG2Jv,Study 5,Oatmeal packs,5,10
R_1NWL4YKteSA6f4d,Study 5,Oatmeal packs,5,10
R_74imBdCiemuveRq,Study 5,Oatmeal packs,5,10
R_12uqXUe7afRuGHt,Study 5,Oatmeal packs,5,10
R_5ItGsCLbtGnj36h,Study 5,Oatmeal packs,10,10
R_3Cfgzpc3UkqnyX6,Study 5,Oatmeal packs,0,10
R_7rZvRofzdgrEvab,Study 5,Oatmeal packs,5,10
R_5nTR8qdHfsp5B1N,Study 5,Oatmeal packs,5,10
R_6ZW745lUpmJxEXH,Study 5,Oatmeal packs,5,10
R_1oNlKzvO6qkQIRw,Study 5,Oatmeal packs,5,10
R_1qUG2BGu1jHr7qQ,Study 5,Oatmeal packs,5,10
R_5EzXVlcrKNUyQ3f,Study 5,Oatmeal packs,5,10
R_6joGGi6BJN0kCf2,Study 5,Oatmeal packs,8,10
R_6SpNzAHTLtneDZ0,Study 5,Oatmeal packs,7,10
R_5Xxkqu43uN6gI8N,Study 5,Oatmeal packs,5,10
R_3NVrfRHHDVkbB8a,Study 5,Oatmeal packs,5,10
R_7rwuBZKiWQup25E,Study 5,Oatmeal packs,5,10
R_3U4qs6MoQxcDN6w,Study 5,Oatmeal packs,5,10
R_6pQA102t0EL3gXM,Study 5,Oatmeal packs,5,10
R_56P3YhzJ91TIhj3,Study 5,Oatmeal packs,5,10
R_17wKBxjT2yFQIWG,Study 5,Oatmeal packs,5,10
R_52a2mT5Ujyd6SsF,Study 5,Bic pen,5,10
R_6jesfZ5JS3w47EO,Study 5,Bic pen,5,10
R_1PuXbHrkwqFNFuN,Study 5,Bic pen,5,10
R_77wnZMeYrFmliGK,Study 5,Bic pen,10,10
R_1owegpSVb9t0FTA,Study 5,Bic pen,5,10
R_6hB8WIyXKXQ9enL,Study 5,Bic pen,5,10
R_7GByqCGVgjkLwSY,Study 5,Bic pen,5,10
R_7ZPPWyD7LaqvKr7,Study 5,Bic pen,5,10
R_3Qxs4wDAJZNTrBr,Study 5,Bic pen,5,10
R_1Izs124gCTzLqLq,Study 5,Bic pen,5,10
R_7RaFFxIPEOJoa7i,Study 5,Bic pen,5,10
R_5QS4jRX3qahVSjn,Study 5,Bic pen,5,10
R_5Ncn9VRWGVGo2Cl,Study 5,Bic pen,5,10
R_5zKILD6GB8bLMXf,Study 5,Bic pen,5,10
R_1CaCkVfoe6JcvZv,Study 5,Bic pen,5,10
R_66fh3PITLpNaKWI,Study 5,Bic pen,5,10
R_6BIfMXfAyE8fHm9,Study 5,Bic pen,5,10
R_71cIali32krfPjS,Study 5,Bic pen,5,10
R_6IjixZHQf4wh6Fz,Study 5,Bic pen,5,10
R_6wFSlXwjK1dhu0o,Study 5,Bic pen,5,10
R_7FFzvVGhril1ZOS,Study 5,Bic pen,1,10
R_7oI3SIxeT9kjqu6,Study 5,Bic pen,5,10
R_3Du32NZXlwkOgYc,Study 5,Bic pen,5,10
R_5e4f0PoBxZsWADp,Study 5,Bic pen,5,10
R_3HTVuLppb6n19tO,Study 5,Bic pen,5,10
R_6LnA4wpJ6f61RHP,Study 5,Bic pen,5,10
R_5RUL6JSeeKlxhPi,Study 5,Bic pen,5,10
R_5vJRWS9fAAfbizT,Study 5,Bic pen,5,10
R_5Rxf6swqTpgn7eu,Study 5,Bic pen,5,10
R_3PuaMLk5FFFTuLr,Study 5,Bic pen,6,10
R_5KDzKmKIqlJ7CVI,Study 5,Bic pen,5,10
R_1GDmg0yWgrk7XpC,Study 5,Bic pen,5,10
R_1pRIUcBLkzBGslq,Study 5,Bic pen,5,10
R_7OquNTHMsxHHSLZ,Study 5,Bic pen,5,10
R_32Muq6Y6gnckZL0,Study 5,Bic pen,5,10
R_1CQhqeTbClkGsdR,Study 5,Bic pen,5,10
R_5KvjkATw8t7EM5b,Study 5,Bic pen,6,10
R_5uNInxm1rUOiqNC,Study 5,Bic pen,7,10
R_5004ViwSyLxP5GV,Study 5,Bic pen,5,10
R_72Y2IeZHOXIYibc,Study 5,Bic pen,5,10
R_6duFgQKXoXHcn0S,Study 5,Bic pen,5,10
R_1JeN4JJriYnl5Ti,Study 5,Bic pen,5,10
R_6vZYpEt1i30i9RO,Study 5,Bic pen,5,10
R_3o25g8pqp0o6zAS,Study 5,Bic pen,5,10
R_1jcb4o3YdMmlqG5,Study 5,Bic pen,5,10
R_6jqwPYzTBXDPlgB,Study 5,Bic pen,5,10
R_1PBdvqh30rzB7Vh,Study 5,Bic pen,5,10
R_1N9YK0Ms5Qn24O0,Study 5,Bic pen,5,10
R_5LYwXdzgCScn7hW,Study 5,Bic pen,5,10
R_3rJOtojXi51bfIv,Study 5,Bic pen,10,10
R_5dArMuO15CPgMKr,Study 5,Bic pen,5,10
R_5HqvU7MEp91kr7a,Study 5,Bic pen,5,10
R_65FV7Anb2apCFek,Study 5,Bic pen,5,10
R_7v2336zpdg3pC4x,Study 5,Bic pen,5,10
R_1cjysXzNynGbFdq,Study 5,Bic pen,5,10
R_1jYvCR85auzyVDa,Study 5,Bic pen,5,10
R_5nCKgQjT8UgRTwt,Study 5,Bic pen,6,10
R_60Iuo2PXsDFtFKQ,Study 5,Bic pen,5,10
R_1q7Jr2YjkezRR2w,Study 5,Bic pen,5,10
R_7G6rdXvb2WE9i7F,Study 5,Bic pen,5,10
R_7mW8gPkze59IeE6,Study 5,Bic pen,5,10
R_5LLmwpU9G1WTwdg,Study 5,Bic pen,8,10
R_7zIs6w72BGyCuK5,Study 5,Bic pen,8,10
R_13Mems8JdCBG3XX,Study 5,Bic pen,5,10
R_1nnoY3uohywtQ6R,Study 5,Bic pen,5,10
R_3EWduXOxjyk26u2,Study 5,Bic pen,5,10
R_57AAiru2ik2O9Vf,Study 5,Bic pen,5,10
R_33gyivh9W8nnve7,Study 5,Bic pen,5,10
R_12nWCBToMTvHzUd,Study 5,Bic pen,5,10
R_5Q6kI007juCSTtx,Study 5,Bic pen,5,10
R_5sUdSEAJx37b50a,Study 5,Bic pen,5,10
R_6dIfH3gLe29ihLH,Study 5,Bic pen,6,10
R_3Dbvrz3vTEnCudu,Study 5,Bic pen,10,10
R_3QJHEs8JgURm8WF,Study 5,Bic pen,5,10
R_6ekcmtycYXMVHJD,Study 5,Bic pen,5,10
R_31fgDUEV4fyZFBv,Study 5,Bic pen,5,10
R_7Fu3cilVl8t2LBi,Study 5,Bic pen,5,10
R_5DZviTMJCc4mzxC,Study 5,Bic pen,5,10
R_6MLGD005V4oMhPA,Study 5,Bic pen,5,10
R_1VBCcbo8kJWQRd3,Study 5,Bic pen,5,10
R_31mqQNtXiaNDvyB,Study 5,Bic pen,5,10
R_5bV3hF4RZdnCPPO,Study 5,Bic pen,5,10
R_5pE6M5MtgyeOLMe,Study 5,Bic pen,6,10
R_37h7KeGM3lLFgTT,Study 5,Bic pen,5,10
R_3YXuAls6aqx6HIa,Study 5,Bic pen,5,10
R_1Apjhgn7I9gIE3T,Study 5,Bic pen,5,10
R_1lZUsUPigHomyiZ,Study 5,Bic pen,5,10
R_6HBNs1JOenfx2Kc,Study 5,Bic pen,10,10
R_6o7pZVkZa6FIbhL,Study 5,Bic pen,3,10
R_1Eyj1iiInL4hlKz,Study 5,Bic pen,4,10
R_6Nhr4PsJ8LEoe7a,Study 5,Bic pen,7,10
R_7YJkkoFBcs1AhA5,Study 5,Bic pen,5,10
R_3R9jIJa44nfs8pP,Study 5,Bic pen,10,10
R_3E4ndeq7iwlGRek,Study 5,Bic pen,5,10
R_3C28cmPxYJrTsSy,Study 5,Bic pen,5,10
R_7Q0KNcwFENdFYbS,Study 5,Bic pen,5,10
R_6dmNDZNETS29MBO,Study 5,Bic pen,5,10
R_7tsbJYkwDT0mrSg,Study 5,Bic pen,5,10
R_7KLyh9zZONWoeQ1,Study 5,Bic pen,5,10
R_7QGy7baxYxje71n,Study 5,Bic pen,7,10
R_6CrcILUzdu3TwYh,Study 5,Bic pen,7,10
R_1rv3PwiOhWkCz1w,Study 5,Bic pen,5,10
R_1EL999ksllBioH9,Study 5,Bic pen,5,10
R_14issEJrXpDGDXT,Study 5,Bic pen,5,10
R_6eLgcCQkNvrgMrE,Study 5,Bic pen,5,10
R_58ZH34UwsgOlua9,Study 5,Bic pen,3,10
R_7fD07WU2BHnrOE1,Study 5,Bic pen,5,10
R_138O30aAad6sXFi,Study 5,Bic pen,5,10
R_5AxZeYO1PZGBr8t,Study 5,Bic pen,5,10
R_7U3AWsnOVMI7Fo8,Study 5,Bic pen,5,10
R_7eOS2mSLrCD3gwh,Study 5,Bic pen,5,10
R_5Li2J2EWjSAXOkj,Study 5,Bic pen,5,10
R_39P74NKaLpPLunL,Study 5,Bic pen,5,10
R_6HzrYRfPUPGqzVQ,Study 5,Bic pen,5,10
R_3XV1lVKMJW4Vgk1,Study 5,Bic pen,5,10
R_1VCOXoB5X9Kwg7o,Study 5,Bic pen,8,10
R_524x5XFRxXUcgVh,Study 5,Bic pen,5,10
R_7F6HMSmBs1PtO0x,Study 5,Bic pen,4,10
R_7JKoyjKFQCvQdJP,Study 5,Bic pen,5,10
R_3hrUXlugrtOAqh1,Study 5,Bic pen,10,10
R_5uVS7VdkVoTg8pn,Study 5,Bic pen,8,10
R_5zMD7SzDZaj1s7v,Study 5,Bic pen,3,10
R_5M6QhD1h3m4GswV,Study 5,Bic pen,4,10
R_7Gqh4Z8nvoQoRkB,Study 5,Bic pen,5,10
R_53irJOPhVjnD9MR,Study 5,Bic pen,5,10
R_5mdDsNTPibpzaZJ,Study 5,Bic pen,5,10
R_78KJ0oTZhAcYIbn,Study 5,Bic pen,5,10
R_3rGUaaqe7RNOrHw,Study 5,Bic pen,5,10
R_6oyZ1KW1UbGQgoA,Study 5,Bic pen,9,10
R_1H8lUcum5vHILLj,Study 5,Bic pen,5,10
R_5mRFTejKaVw0SGJ,Study 5,Bic pen,5,10
R_7xPsyuCWOtI1yQ8,Study 5,Bic pen,3,10
R_50NzY5Kw2QVWR45,Study 5,Bic pen,5,10
R_5nZZZuO81zsf4GJ,Study 5,Bic pen,5,10
R_6sdrMPZbbcjuwKb,Study 5,Bic pen,5,10
R_1FLqGno7JDQAYq0,Study 5,Bic pen,5,10
R_5dKRT3FoisVustS,Study 5,Bic pen,5,10
R_6lxDAcSVNbDT0M0,Study 5,Bic pen,5,10
R_1I6x4xkaIgQyZCK,Study 5,Bic pen,10,10
R_1gCrPV4wEYVBkuq,Study 5,Bic pen,5,10
R_7ootysCxs86SzAt,Study 5,Bic pen,5,10
R_5yP79ZGjvQwH6JH,Study 5,Bic pen,5,10
R_5WHjQQwmmZED8DD,Study 5,Bic pen,5,10
R_3vpAgqWygQQYYUN,Study 5,Bic pen,5,10
R_1PS55MupH6ok20F,Study 5,Bic pen,5,10
R_1DKXwjWEPgeXPFf,Study 5,Minutes,5,10
R_71aEdDpuFA56mQh,Study 5,Minutes,5,10
R_7dx8QWh4NO25e1z,Study 5,Minutes,5,10
R_7BKEL9jJ9RqKPPr,Study 5,Minutes,6,10
R_7zbuQzH3WPlKswF,Study 5,Minutes,5,10
R_5VswU4tNRDDAZWZ,Study 5,Minutes,5,10
R_77D4OQrPZvJLykE,Study 5,Minutes,5,10
R_1gqjrSteEGFkXzd,Study 5,Minutes,3,10
R_7K3euBwkELsI7AZ,Study 5,Minutes,5,10
R_12EswaFCxqS2pC9,Study 5,Minutes,5,10
R_7YmIaW8ojtDsHlA,Study 5,Minutes,5,10
R_74NPbcqogVfHPeE,Study 5,Minutes,2,10
R_6Qn93cSFob3sMxe,Study 5,Minutes,5,10
R_68HsBfwDka3Froy,Study 5,Minutes,5,10
R_3rhAwIQWRpfxGN3,Study 5,Minutes,5,10
R_7EhLsUJPlxMEG2Q,Study 5,Minutes,5,10
R_5CPpUYkP2H2Dnos,Study 5,Minutes,5,10
R_79LS7ZeIhN8eu7T,Study 5,Minutes,5,10
R_7KmckgF7vfgAQHn,Study 5,Minutes,5,10
R_69sT3qPj8TPjuS4,Study 5,Minutes,7,10
R_7323u7jPhoHtjjV,Study 5,Minutes,5,10
R_6eVgBjwZBGkb44e,Study 5,Minutes,5,10
R_5dzPVJgchQQZ16M,Study 5,Minutes,5,10
R_3Ldpccf1oD6feQd,Study 5,Minutes,5,10
R_3EBeyjxLYIErMf0,Study 5,Minutes,5,10
R_1rp5915ix5xNhyE,Study 5,Minutes,5,10
R_333vYseVqnP5ZrP,Study 5,Minutes,5,10
R_3gTmRtENTmOlIPx,Study 5,Minutes,6,10
R_5QYsET58CKW5exo,Study 5,Minutes,10,10
R_63WeIchcsZxH4er,Study 5,Minutes,5,10
R_3dubWwCxmu0kzO4,Study 5,Minutes,5,10
R_3rvsSVdwwMRM9j3,Study 5,Minutes,7,10
R_6HNtDJTxuJCJzo4,Study 5,Minutes,5,10
R_1f7f0W1THMlI2MO,Study 5,Minutes,5,10
R_5nIB3Uug9ZUvusd,Study 5,Minutes,5,10
R_5HXJbE5vpnxOUuz,Study 5,Minutes,5,10
R_6kKYL2nZMt2CLJv,Study 5,Minutes,5,10
R_3OXu0AzMNOjvBAd,Study 5,Minutes,5,10
R_3F312Mgj0skmq1m,Study 5,Minutes,5,10
R_7MxGzf2rOo59Plg,Study 5,Minutes,5,10
R_5G2s8RCCqbzbDOg,Study 5,Minutes,5,10
R_6F2qRBjuqkfUGMe,Study 5,Minutes,8,10
R_5eRLNd0GCC1WcUF,Study 5,Minutes,5,10
R_6EHlFmzyNWGu9Jm,Study 5,Minutes,5,10
R_5qfK1yWyr3c6iLd,Study 5,Minutes,5,10
R_33jVdMtfu1y5gPv,Study 5,Minutes,5,10
R_3UqRyqHbaQE58eR,Study 5,Minutes,5,10
R_5VjCTIS0Bf7aJvH,Study 5,Minutes,5,10
R_3EcZowlZLQR82YC,Study 5,Minutes,3,10
R_1tyR7atVhAT7kf3,Study 5,Minutes,5,10
R_6nNIVzAHk9OSqOG,Study 5,Minutes,5,10
R_7PUynF0fCaQhrQ2,Study 5,Minutes,5,10
R_3kNghLenr1hs9pc,Study 5,Minutes,5,10
R_7W9SXUKxWNoRRFn,Study 5,Minutes,5,10
R_6msjMToXojQ8gUy,Study 5,Minutes,5,10
R_6kOgobQCssl1cjS,Study 5,Minutes,5,10
R_6qql59HU0vlg8jT,Study 5,Minutes,5,10
R_1FxZWcS32ruEz38,Study 5,Minutes,5,10
R_31XVl4J0dvPrpIS,Study 5,Minutes,5,10
R_5aS9B3X8y9fFujy,Study 5,Minutes,5,10
R_3TY5MKTyAyltH1W,Study 5,Minutes,5,10
R_7NDHg8T2dpckpZA,Study 5,Minutes,5,10
R_3FywtBwaHkbRQ9U,Study 5,Minutes,5,10
R_7X6zVyVsXeOhyXD,Study 5,Minutes,7,10
R_5DV7FP8u3GnBTsB,Study 5,Minutes,5,10
R_1Kqorv1h0N3VCjo,Study 5,Minutes,0,10
R_3iWpSH1sh5gONV5,Study 5,Minutes,5,10
R_50qhzjHXuDjXF2E,Study 5,Minutes,5,10
R_5e8DGUvH3lxyd8B,Study 5,Minutes,4,10
R_771hcydHvfBqai1,Study 5,Minutes,5,10
R_7G1uPcNKWJ9oEtX,Study 5,Minutes,5,10
R_5egYmijLoMjvl5P,Study 5,Minutes,5,10
R_3ySxE7Hsqfv7ynv,Study 5,Minutes,5,10
R_6DTw95ROdU3LHLt,Study 5,Minutes,5,10
R_3KopMtmn3U0D9qe,Study 5,Minutes,5,10
R_7ie5ZMQvGHXQUFj,Study 5,Minutes,5,10
R_6FhCE5HCjgxrO3n,Study 5,Minutes,5,10
R_5SM4ZnPt3qROXkd,Study 5,Minutes,5,10
R_6aII1KiYNTaXAvX,Study 5,Minutes,8,10
R_6DOzz06wYRlG72z,Study 5,Minutes,5,10
R_6ZLo9usiNV2d7rj,Study 5,Minutes,5,10
R_6PtumLnkRDe4xnu,Study 5,Minutes,5,10
R_1f39u8tAHLyMru3,Study 5,Minutes,5,10
R_5kvoAoW1mi8rLpy,Study 5,Minutes,5,10
R_6wzS8DyiVPpmHcG,Study 5,Minutes,5,10
R_1P7VVLZ7umCRzrt,Study 5,Minutes,5,10
R_3QusKeonMjyUOQq,Study 5,Minutes,5,10
R_6lbGEDxDzDN7twB,Study 5,Minutes,5,10
R_6j6CfdZu0bEV1Fr,Study 5,Minutes,10,10
R_1PCfYbr6b2XdjeL,Study 5,Minutes,5,10
R_5bKaCeFEtexMdTh,Study 5,Minutes,7,10
R_1dp1i7kVWXId2hd,Study 5,Minutes,5,10
R_7IQq9jTZgNEgILv,Study 5,Minutes,5,10
R_7QVGAUO4ylSpl58,Study 5,Minutes,5,10
R_3cc2j5Y4w4eP5fj,Study 5,Minutes,4,10
R_7t3Cbq8APpo6iCP,Study 5,Minutes,5,10
R_7LhMKOVa2mCBqpz,Study 5,Minutes,5,10
R_7fdwFLa7Yh8usV5,Study 5,Minutes,7,10
R_1d6uH7FHIGPkl9Q,Study 5,Minutes,5,10
R_53TvkxPz0HTRouj,Study 5,Minutes,5,10
R_5oEDHGoZEDJk3Re,Study 5,Minutes,5,10
R_39SfDQDYskhgV2x,Study 5,Minutes,5,10
R_57weqDF5NafiKZE,Study 5,Minutes,6,10
R_3KfNt6kAI4k2fYi,Study 5,Minutes,5,10
R_3YnAX4Pu2HJlUFK,Study 5,Minutes,5,10
R_640P52DANBfhVel,Study 5,Minutes,5,10
R_3zZu3SQUr1gspwT,Study 5,Minutes,5,10
R_6G6sZs56fXs1QDr,Study 5,Minutes,5,10
R_3sXCbCorNi2tm7v,Study 5,Minutes,5,10
R_5vkx2JS9b9XiRF8,Study 5,Minutes,5,10
R_5mgXEDcNklWaWDc,Study 5,Minutes,5,10
R_5CQ1OEMXYk8KgQG,Study 5,Minutes,5,10
R_6fjAzU15Apvf8IV,Study 5,Minutes,5,10
R_1XhDnRp2A2R7yd8,Study 5,Minutes,5,10
R_73D2NP8QFBKLkAz,Study 5,Minutes,5,10
R_1ab5Mqh3PBpYtyz,Study 5,Minutes,5,10
R_16i4bgXodwQqZNf,Study 5,Minutes,10,10
R_6kj4bh00Re7IahI,Study 5,Minutes,5,10
R_11jxRZf29wIVVIc,Study 5,Minutes,5,10
R_3qagv5BLB8hf6qt,Study 5,Minutes,5,10
R_1erbKIZnvo3fa4A,Study 5,Minutes,5,10
R_51pCaa0vXOu3Ky4,Study 5,Minutes,5,10
R_5zqDEGx6087CD50,Study 5,Minutes,5,10
R_7497KfB31wP6e21,Study 5,Minutes,5,10
R_669Y7T0hG5vXvE3,Study 5,Minutes,5,10
R_6g7P7a6awguSMOf,Study 5,Minutes,4,10
R_7rGiyWbbc0PwEpU,Study 5,Minutes,5,10
R_6KeDKfd1g0bOMf8,Study 5,Minutes,5,10
R_5Hv6KqUCHdO6Xol,Study 5,Minutes,5,10
R_5flYE7QRBjZd6bc,Study 5,Minutes,5,10
R_6OPSvBizU5QR6Qs,Study 5,Minutes,1,10
R_5xUwNa2OIC7Y5Ut,Study 5,Minutes,5,10
R_3Sfr4X6gk7fJU7X,Study 5,Minutes,5,10
R_6nYLGVGy81waBdY,Study 5,Minutes,5,10
R_1xYL2SHs1Mvwug9,Study 5,Minutes,5,10
R_30V30Du437EBDIz,Study 5,Minutes,4,10
R_52tURThuN8N6FgA,Study 5,Minutes,5,10
R_6KC7ZJGxFmswTZI,Study 5,Minutes,5,10
R_6oTssSnLC6Suke9,Study 5,Minutes,6,10
R_3VfpP2CtPLhZxCR,Study 5,Minutes,5,10
R_78SoANKUorQvplL,Study 5,Minutes,5,10
R_6EWYl0HqAnAszfi,Study 5,Minutes,5,10
R_5IrYwSNnXp6SINP,Study 5,Minutes,6,10
R_3NycSHIo2oj317M,Study 5,Minutes,10,10
R_1GEbDt7cruwIO9O,Study 5,Minutes,5,10
R_5aS3L367zQzWFnY,Study 6,Money,5,10
R_5aS3L367zQzWFnY,Study 6,Chocolate,5,10
R_5aS3L367zQzWFnY,Study 6,Amazon vouchers,5,10
R_3DzvRMLk8fzja6Z,Study 6,Money,5,10
R_3DzvRMLk8fzja6Z,Study 6,Chocolate,5,10
R_3DzvRMLk8fzja6Z,Study 6,Amazon vouchers,5,10
R_3FkYa5X1AFBd9k4,Study 6,Money,5,10
R_3FkYa5X1AFBd9k4,Study 6,Chocolate,4,10
R_3FkYa5X1AFBd9k4,Study 6,Amazon vouchers,4,10
R_5qTWGAtvMt9DDpI,Study 6,Money,5,10
R_5qTWGAtvMt9DDpI,Study 6,Chocolate,5,10
R_5qTWGAtvMt9DDpI,Study 6,Amazon vouchers,5,10
R_6f1E6DUJ9qIl3WA,Study 6,Money,5,10
R_6f1E6DUJ9qIl3WA,Study 6,Chocolate,5,10
R_6f1E6DUJ9qIl3WA,Study 6,Amazon vouchers,5,10
R_6wCIckXHG3pnBHr,Study 6,Money,5,10
R_6wCIckXHG3pnBHr,Study 6,Chocolate,5,10
R_6wCIckXHG3pnBHr,Study 6,Amazon vouchers,5,10
R_5g0cuhb3mhbTX1B,Study 6,Money,3,10
R_5g0cuhb3mhbTX1B,Study 6,Chocolate,5,10
R_5g0cuhb3mhbTX1B,Study 6,Amazon vouchers,2,10
R_3B3ToxnAc37uAgI,Study 6,Money,5,10
R_3B3ToxnAc37uAgI,Study 6,Chocolate,5,10
R_3B3ToxnAc37uAgI,Study 6,Amazon vouchers,5,10
R_3fVsAPxBfpFrwko,Study 6,Money,5,10
R_3fVsAPxBfpFrwko,Study 6,Chocolate,5,10
R_3fVsAPxBfpFrwko,Study 6,Amazon vouchers,5,10
R_7NwCTXjRrneVeaI,Study 6,Money,5,10
R_7NwCTXjRrneVeaI,Study 6,Chocolate,5,10
R_7NwCTXjRrneVeaI,Study 6,Amazon vouchers,5,10
R_3oXZTPfWxbza1tr,Study 6,Money,3,10
R_3oXZTPfWxbza1tr,Study 6,Chocolate,3,10
R_3oXZTPfWxbza1tr,Study 6,Amazon vouchers,3,10
R_7ltHrh8jMdaUEBX,Study 6,Money,5,10
R_7ltHrh8jMdaUEBX,Study 6,Chocolate,5,10
R_7ltHrh8jMdaUEBX,Study 6,Amazon vouchers,5,10
R_5ISIHLSxKupI7ER,Study 6,Money,3,10
R_5ISIHLSxKupI7ER,Study 6,Chocolate,4,10
R_5ISIHLSxKupI7ER,Study 6,Amazon vouchers,3,10
R_3RMl40JbXUi2wA9,Study 6,Money,0,10
R_3RMl40JbXUi2wA9,Study 6,Chocolate,0,10
R_3RMl40JbXUi2wA9,Study 6,Amazon vouchers,0,10
R_7g0A738fPEo1uBG,Study 6,Money,5,10
R_7g0A738fPEo1uBG,Study 6,Chocolate,5,10
R_7g0A738fPEo1uBG,Study 6,Amazon vouchers,5,10
R_3txszRDPlSjjhoo,Study 6,Money,0,10
R_3txszRDPlSjjhoo,Study 6,Chocolate,10,10
R_3txszRDPlSjjhoo,Study 6,Amazon vouchers,0,10
R_7qh6vOIrAOvX11h,Study 6,Money,0,10
R_7qh6vOIrAOvX11h,Study 6,Chocolate,0,10
R_7qh6vOIrAOvX11h,Study 6,Amazon vouchers,0,10
R_6fCdIHngs4LyIbq,Study 6,Money,4,10
R_6fCdIHngs4LyIbq,Study 6,Chocolate,3,10
R_6fCdIHngs4LyIbq,Study 6,Amazon vouchers,6,10
R_3P6lc2RISCWOQ8z,Study 6,Money,0,10
R_3P6lc2RISCWOQ8z,Study 6,Chocolate,0,10
R_3P6lc2RISCWOQ8z,Study 6,Amazon vouchers,0,10
R_6DZBS5DgPJEmpp7,Study 6,Money,4,10
R_6DZBS5DgPJEmpp7,Study 6,Chocolate,5,10
R_6DZBS5DgPJEmpp7,Study 6,Amazon vouchers,4,10
R_7FCVnP0XRYX43eg,Study 6,Money,2,10
R_7FCVnP0XRYX43eg,Study 6,Chocolate,3,10
R_7FCVnP0XRYX43eg,Study 6,Amazon vouchers,4,10
R_3x9HsZoJ2ebQXyp,Study 6,Money,5,10
R_3x9HsZoJ2ebQXyp,Study 6,Chocolate,5,10
R_3x9HsZoJ2ebQXyp,Study 6,Amazon vouchers,5,10
R_6m2WxXXt4XL7W3n,Study 6,Money,5,10
R_6m2WxXXt4XL7W3n,Study 6,Chocolate,5,10
R_6m2WxXXt4XL7W3n,Study 6,Amazon vouchers,5,10
R_7K66ZOzM8EQWcNj,Study 6,Money,4,10
R_7K66ZOzM8EQWcNj,Study 6,Chocolate,4,10
R_7K66ZOzM8EQWcNj,Study 6,Amazon vouchers,5,10
R_7pRn3D0gulkwG6t,Study 6,Money,5,10
R_7pRn3D0gulkwG6t,Study 6,Chocolate,5,10
R_7pRn3D0gulkwG6t,Study 6,Amazon vouchers,5,10
R_1wspRbiA3homMhj,Study 6,Money,5,10
R_1wspRbiA3homMhj,Study 6,Chocolate,5,10
R_1wspRbiA3homMhj,Study 6,Amazon vouchers,10,10
