ID,period,resource,score,donation,ID_ses,payoff,timestamp,session,session_comment,cqtrials,age,gender,bidtissue,regrettissue,socnorm,desirability,dmu,fung,perish,bid,buy
t2o0gt6y,2,Time,92,0,473,0,2023-03-27T08:00:23Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,20,Male,0.2,no,1,4,4,7,7,0,FALSE
czo7qx8t,2,Time,70,4,103,0,2023-03-27T08:00:23Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,20,Female,0.2,no,7,1,7,7,7,0,FALSE
4tsal1f7,2,Time,31,2,816,-0.6,2023-03-27T08:00:24Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,24,Female,0.7,no,4,1,1,6,5,0,FALSE
hxzwuwnw,2,Time,20,10,110,0,2023-03-27T08:00:26Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,39,Female,0.3,no,1,2,4,7,1,1,FALSE
encddgz3,2,Time,57,5,402,0,2023-03-27T08:00:26Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,3,21,Female,0.4,no,2,1,3,7,7,0,FALSE
3b4ll1ez,2,Time,97,5,615,0,2023-03-27T08:00:27Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,1,22,Female,0.3,no,2,1,4,7,7,0.7,FALSE
9gj2t7vi,2,Time,71,0,579,0,2023-03-27T08:00:28Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,2,18,Male,0.2,no,4,4,5,6,7,0.1,FALSE
bf3e9e4l,2,Time,0,0,238,0,2023-03-27T08:00:40Z,c9vreust,subject 157 had some comprehension problems because not knowing French well. Subject 238 never inputted any word anywhere.,3,36,Female,0.1,no,6,6,6,6,4,0.6,FALSE
6o75o86u,2,Food,77,10,609,9,2023-03-27T10:00:58Z,qwt60r6b,NA,2,26,Female,0.1,no,7,1,1,2,7,0.1,FALSE
ebwqhbw6,2,Food,95,3,238,2,2023-03-27T10:00:59Z,qwt60r6b,NA,1,24,Female,0.2,no,1,6,3,2,2,0.6,FALSE
qvpzts87,2,Food,31,0,615,3,2023-03-27T10:00:59Z,qwt60r6b,NA,3,18,Male,0.3,no,7,4,5,1,5,0.06,FALSE
f8alzega,2,Food,45,4,402,5.4,2023-03-27T10:01:00Z,qwt60r6b,NA,1,20,Female,0.6,no,6,2,2,2,7,1,FALSE
5x8f8n24,2,Food,7,2,259,1.4,2023-03-27T10:01:00Z,qwt60r6b,NA,1,21,Male,0.7,no,6,2,1,1,7,0.3,FALSE
z76naopl,2,Food,42,3,103,1,2023-03-27T10:01:00Z,qwt60r6b,NA,2,18,Male,0.2,no,6,5,2,5,5,0.9,FALSE
8kefqxr0,2,Food,57,4,680,7,2023-03-27T10:01:01Z,qwt60r6b,NA,1,25,Male,0.2,no,4,4,4,2,6,0.1,FALSE
uj7zbk3l,2,Food,42,4,157,0,2023-03-27T10:01:01Z,qwt60r6b,NA,2,19,Female,0.3,no,5,2,1,4,6,0.3,FALSE
9523qbin,2,Food,58,5,300,5,2023-03-27T10:01:01Z,qwt60r6b,NA,2,18,Female,0.1,no,6,3,4,1,7,0.2,FALSE
524jz5sc,2,Food,64,0,904,4,2023-03-27T10:01:01Z,qwt60r6b,NA,1,19,Female,0.5,no,5,5,2,3,4,1.4,FALSE
255rrwfy,2,Food,40,0,451,8,2023-03-27T10:01:01Z,qwt60r6b,NA,3,21,Female,0.1,no,5,7,4,5,6,0.5,FALSE
lcqfsp8b,2,Food,48,4,777,5.4,2023-03-27T10:01:02Z,qwt60r6b,NA,1,18,Female,0.9,yes,6,2,2,4,3,0.7,FALSE
z1o3j47u,2,Food,76,4,752,9,2023-03-27T10:01:02Z,qwt60r6b,NA,3,21,Female,0.1,no,5,3,3,4,4,0.2,FALSE
xxns55ag,2,Food,48,2,473,8,2023-03-27T10:01:02Z,qwt60r6b,NA,1,18,Female,0.1,no,6,6,6,1,7,0.3,FALSE
tbxw2pwa,2,Food,35,5,536,10,2023-03-27T10:01:04Z,qwt60r6b,NA,1,17,Male,0.2,no,6,2,1,1,4,0.3,FALSE
mwzdprx4,2,Food,45,4,319,5,2023-03-27T10:01:06Z,qwt60r6b,NA,1,18,Male,0.1,no,7,5,3,2,4,0.4,FALSE
o1bqfpam,2,Food,72,3,131,3.4,2023-03-27T10:01:06Z,qwt60r6b,NA,1,21,Female,1,no,4,1,2,2,7,0.3,FALSE
56gwqmur,2,Food,53,4,672,1,2023-03-27T10:01:07Z,qwt60r6b,NA,1,18,Female,0.5,no,6,4,5,5,7,0.99,FALSE
tyktmazp,2,Pen,22,3,397,-0.6,2023-03-27T11:59:55Z,1kvadbae,NA,3,21,Female,1.5,no,7,2,4,1,7,0.5,FALSE
k2iz90kq,2,Pen,71,4,609,0,2023-03-27T12:00:03Z,1kvadbae,NA,1,21,Male,0.1,no,3,1,4,3,5,0.1,FALSE
3u67fggz,2,Pen,83,0,473,0,2023-03-27T12:00:05Z,1kvadbae,NA,1,20,Female,0.1,no,1,5,2,7,1,0.1,FALSE
w0s1qtki,2,Pen,73,3,536,0,2023-03-27T12:00:06Z,1kvadbae,NA,1,20,Female,0.1,no,5,6,4,4,1,0.45,FALSE
gvxsbjys,2,Pen,54,0,777,0,2023-03-27T12:00:07Z,1kvadbae,NA,1,19,Female,0.2,no,4,1,1,1,5,0.25,FALSE
uv79x5bo,2,Pen,11,6,672,-0.6,2023-03-27T12:00:08Z,1kvadbae,NA,1,20,Female,0.6,no,3,2,4,6,2,0.3,FALSE
tdaj0o19,2,Pen,36,5,680,-0.6,2023-03-27T12:00:08Z,1kvadbae,NA,1,19,Female,0.8,no,5,2,4,1,7,0.4,FALSE
9sh7n0lw,2,Pen,36,2,281,0,2023-03-27T12:00:08Z,1kvadbae,NA,1,23,Male,0.5,no,2,1,1,2,2,0.2,FALSE
5mu23zo1,2,Pen,79,5,748,0,2023-03-27T12:00:08Z,1kvadbae,NA,1,22,Male,0.05,no,4,3,1,1,1,0.1,FALSE
42wd49th,2,Pen,61,5,131,0,2023-03-27T12:00:08Z,1kvadbae,NA,1,22,Female,0,no,5,1,4,4,1,0,FALSE
0rnetymb,2,Pen,35,5,752,0,2023-03-27T12:00:10Z,1kvadbae,NA,1,21,Female,0.2,no,6,1,1,1,7,0.1,FALSE
a7ggp4zq,2,Pen,67,5,300,0,2023-03-27T12:00:10Z,1kvadbae,NA,1,20,Female,0.2,no,7,2,4,1,1,0.2,FALSE
zyc1d93h,2,Pen,78,3,103,0,2023-03-27T12:00:10Z,1kvadbae,NA,1,20,Female,0.5,no,6,2,4,4,5,0.4,FALSE
07jvbj8j,2,Pen,48,10,825,0,2023-03-27T12:00:11Z,1kvadbae,NA,1,20,Female,0,no,1,1,1,1,7,0,FALSE
cnx0pl5y,2,Pen,25,0,157,0,2023-03-27T12:00:15Z,1kvadbae,NA,2,21,Female,0.2,no,7,3,4,5,7,0.1,FALSE
77pxfwtx,2,Pen,62,2,904,0,2023-03-27T12:00:16Z,1kvadbae,NA,2,22,Female,0,no,5,2,4,5,6,0,FALSE
q77cra6l,2,Water,48,2,904,0,2023-03-27T14:02:36Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0.1,no,5,5,5,4,1,0.5,FALSE
rjtqos88,2,Water,49,5,752,0,2023-03-27T14:02:43Z,jtfig3oe,subject number 672 did not really speak French!,1,23,Female,0,no,5,4,3,2,3,0.2,FALSE
jxyumamq,2,Water,93,0,777,0,2023-03-27T14:02:43Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Male,0.1,no,4,4,4,2,2,0.2,FALSE
m9jx7577,2,Water,46,0,319,-0.6,2023-03-27T14:02:44Z,jtfig3oe,subject number 672 did not really speak French!,2,22,Male,1,no,6,4,1,1,3,0.5,FALSE
uzojfp60,2,Water,46,8,103,-2.5,2023-03-27T14:02:44Z,jtfig3oe,subject number 672 did not really speak French!,2,20,Female,0.8,no,5,1,4,1,1,2,TRUE
0ouw5fp4,2,Water,52,7,748,0,2023-03-27T14:02:44Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0,no,2,1,1,1,7,0,FALSE
5agqi38e,2,Water,50,2,609,0,2023-03-27T14:02:45Z,jtfig3oe,subject number 672 did not really speak French!,1,20,Female,0.1,no,1,4,3,5,7,1.1,FALSE
jti3ay2d,2,Water,33,3,110,0,2023-03-27T14:02:45Z,jtfig3oe,subject number 672 did not really speak French!,1,20,Male,0.5,no,6,5,5,4,3,0.6,FALSE
bd389r1m,2,Water,55,5,402,0,2023-03-27T14:02:45Z,jtfig3oe,subject number 672 did not really speak French!,2,31,Female,0.1,no,5,1,2,1,7,0.3,FALSE
2m2xy01m,2,Water,32,8,238,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,1,18,Female,0.1,no,4,1,1,1,6,0.5,FALSE
k5u4elx1,2,Water,65,4,157,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0.45,no,1,6,5,1,6,0.7,FALSE
ci2fiwj4,2,Water,55,4,634,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,1,19,Female,0.3,no,7,4,2,3,3,0.9,FALSE
fdrqp17d,2,Water,59,4,473,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,1,22,Female,0.3,no,6,2,3,1,7,0.5,FALSE
tsy7pya3,2,Water,59,8,131,0,2023-03-27T14:02:46Z,jtfig3oe,subject number 672 did not really speak French!,2,20,Female,0.1,no,5,1,1,5,7,0.9,FALSE
3ob35yp1,2,Water,33,2,536,0,2023-03-27T14:02:47Z,jtfig3oe,subject number 672 did not really speak French!,2,19,Female,0.05,no,4,2,2,5,2,0.2,FALSE
wk8j3j8a,2,Water,58,1,281,0,2023-03-27T14:02:47Z,jtfig3oe,subject number 672 did not really speak French!,3,20,Male,0.1,no,1,3,4,2,4,0.5,FALSE
h0dkciwq,2,Water,27,0,300,0,2023-03-27T14:02:48Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Male,0.1,no,5,1,4,2,4,1.3,FALSE
s41hwoal,2,Water,68,2,680,0,2023-03-27T14:02:48Z,jtfig3oe,subject number 672 did not really speak French!,1,18,Male,0.2,no,2,1,2,1,5,0.5,FALSE
7ob8hyqd,2,Water,38,3,451,0,2023-03-27T14:02:49Z,jtfig3oe,subject number 672 did not really speak French!,1,19,Female,0.5,no,4,5,5,4,5,0.3,FALSE
wd6p6hat,2,Water,27,5,259,0,2023-03-27T14:02:50Z,jtfig3oe,subject number 672 did not really speak French!,1,23,Female,0.4,no,5,1,2,1,4,0.6,FALSE
l3momwsw,2,Water,35,6,397,0,2023-03-27T14:02:52Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Male,0,no,5,5,1,5,5,0.3,FALSE
2ut3u9rq,2,Water,17,3,672,0,2023-03-27T14:03:15Z,jtfig3oe,subject number 672 did not really speak French!,1,21,Female,0.3,no,6,3,4,5,2,1,FALSE
t13psiaz,2,Food,83,0,609,10,2023-03-28T07:59:42Z,z966e3ve,NA,1,25,Female,0.1,no,5,5,2,2,7,0.2,FALSE
1dxwwwrc,2,Food,47,5,579,0,2023-03-28T07:59:43Z,z966e3ve,NA,1,20,Female,0.5,no,6,4,5,2,4,0.2,FALSE
m7ek7rep,2,Food,164,5,103,8,2023-03-28T07:59:43Z,z966e3ve,NA,1,32,Female,0,no,7,1,1,1,7,0,FALSE
shpx2uuh,2,Food,56,5,300,3,2023-03-28T07:59:44Z,z966e3ve,NA,1,19,Male,0.05,no,7,2,1,1,6,0.3,FALSE
ctp1wu6a,2,Food,51,10,110,5,2023-03-28T07:59:45Z,z966e3ve,NA,1,23,Male,0.3,no,6,1,2,1,3,0.1,FALSE
qv7ncrz5,2,Food,54,0,816,10,2023-03-28T07:59:45Z,z966e3ve,NA,3,22,Female,0.15,no,4,4,4,2,7,0.2,FALSE
acgd3coe,2,Food,77,2,397,0,2023-03-28T07:59:45Z,z966e3ve,NA,2,20,Female,0,no,6,3,5,4,4,0.2,FALSE
mpj7l40k,2,Food,33,1,634,0,2023-03-28T07:59:45Z,z966e3ve,NA,2,20,Female,0,no,5,2,1,2,7,0.2,FALSE
z3gjkujc,2,Food,34,10,451,5,2023-03-28T07:59:45Z,z966e3ve,NA,1,19,Male,0.1,no,3,1,1,1,7,0,FALSE
x2v654u7,2,Food,30,2,145,5.5,2023-03-28T07:59:46Z,z966e3ve,NA,1,20,Female,0.5,no,4,6,6,4,6,1.5,TRUE
yr5zlab9,2,Food,117,0,157,10,2023-03-28T07:59:47Z,z966e3ve,NA,2,24,Female,0.4,no,6,3,1,1,3,0.2,FALSE
7hcgizzf,2,Food,70,0,259,10,2023-03-28T07:59:47Z,z966e3ve,NA,1,21,Female,0.2,no,6,6,5,2,4,0.5,FALSE
04rz8abq,2,Food,55,5,238,5,2023-03-28T07:59:47Z,z966e3ve,NA,1,19,Male,0,no,4,4,3,2,7,0.4,FALSE
2gmhvgvy,2,Food,29,4,341,5,2023-03-28T07:59:47Z,z966e3ve,NA,3,19,Female,0,no,5,3,2,1,6,0,FALSE
11nb7rps,2,Food,49,4,615,5.5,2023-03-28T07:59:48Z,z966e3ve,NA,1,18,Female,0.5,yes,7,7,6,2,7,1.7,TRUE
0yp7wl9q,2,Food,32,5,319,-0.6,2023-03-28T07:59:48Z,z966e3ve,NA,2,22,Male,0.7,no,7,2,1,2,6,0.2,FALSE
2925mnju,2,Food,58,4,281,5.4,2023-03-28T07:59:49Z,z966e3ve,NA,1,22,Male,0.7,no,1,4,3,1,1,1,FALSE
pvtq4obp,2,Food,64,4,217,3,2023-03-28T07:59:49Z,z966e3ve,NA,3,22,Female,0.2,no,5,4,4,4,5,0.2,FALSE
tfncumft,2,Food,129,4,131,2,2023-03-28T07:59:49Z,z966e3ve,NA,1,20,Male,0.5,no,7,1,1,2,7,0.2,FALSE
6wznhq7a,2,Food,43,0,825,4,2023-03-28T07:59:50Z,z966e3ve,NA,2,23,Male,0.3,no,1,1,1,1,7,0,FALSE
tqjdr4ka,2,Pen,150,10,523,0,2023-03-28T10:00:24Z,ukc8h7c8,NA,1,20,Male,0.1,no,1,1,1,2,1,0,FALSE
phw2n9c4,2,Pen,85,0,904,0,2023-03-28T10:00:24Z,ukc8h7c8,NA,1,18,Male,0,no,5,1,4,2,3,0,FALSE
pfmz8zsq,2,Pen,86,0,341,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,1,21,Male,0,no,3,4,4,5,3,0,FALSE
977vdlvz,2,Pen,67,6,131,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,1,19,Female,0.1,no,1,6,4,7,3,0.2,FALSE
rrcr2lwe,2,Pen,58,7,382,0,2023-03-28T10:00:31Z,ukc8h7c8,NA,3,19,Male,0,no,4,1,1,2,6,0,FALSE
rr36mrxd,2,Pen,69,7,259,0,2023-03-28T10:00:32Z,ukc8h7c8,NA,2,22,Male,0.1,no,6,1,4,5,2,0.1,FALSE
vm4rys0v,2,Pen,64,5,238,0,2023-03-28T10:00:33Z,ukc8h7c8,NA,2,25,Male,0.2,no,3,2,2,6,3,0.3,FALSE
aw3rs1qk,2,Pen,54,5,110,0,2023-03-28T10:00:33Z,ukc8h7c8,NA,1,18,Female,0,no,7,1,4,4,2,0.1,FALSE
7xd8fhh7,2,Pen,57,7,397,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,1,19,Female,0,no,7,2,1,1,4,0,FALSE
61ydz158,2,Pen,73,8,300,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,2,21,Female,0.3,no,2,1,1,1,1,0.2,FALSE
74ad9nz9,2,Pen,52,3,319,0,2023-03-28T10:00:34Z,ukc8h7c8,NA,1,19,Male,0.2,no,1,6,4,1,4,0.5,FALSE
g7emupg5,2,Pen,53,3,672,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,19,Female,0,no,2,3,5,7,5,0,FALSE
s5wc1l3b,2,Pen,56,5,961,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,2,23,Other,0,no,1,1,1,5,4,0,FALSE
ksoaofp3,2,Pen,59,5,473,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,21,Female,0,no,1,1,1,2,1,0,FALSE
zyh88wzi,2,Pen,61,10,609,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,1,19,Male,0.1,no,4,1,4,6,2,0.1,FALSE
vvi1p9ye,2,Pen,16,2,451,0,2023-03-28T10:00:35Z,ukc8h7c8,NA,2,22,Male,0,no,6,1,4,6,7,0,FALSE
7yi2rv1p,2,Pen,26,5,634,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,20,Male,0.1,no,7,1,2,2,2,0,FALSE
r06ctuwp,2,Pen,10,2,615,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,28,Female,0.1,no,7,4,4,3,1,0.2,FALSE
ed6f5uok,2,Pen,42,8,752,0,2023-03-28T10:00:36Z,ukc8h7c8,NA,1,27,Male,0.1,no,4,3,3,7,3,0.3,FALSE
0jsc149c,2,Pen,72,3,816,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,19,Female,0.2,no,5,7,4,2,1,0.2,FALSE
o826fno0,2,Pen,46,5,103,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,21,Female,0,no,2,1,1,2,2,0,FALSE
pz1jh8nf,2,Pen,24,4,145,0,2023-03-28T10:00:37Z,ukc8h7c8,NA,1,21,Female,0,no,4,5,1,2,4,0.1,FALSE
6w4u2ck2,2,Pen,30,4,281,0,2023-03-28T10:00:38Z,ukc8h7c8,NA,3,24,Female,0.1,no,3,2,3,3,2,0.5,FALSE
0wnrm4hb,2,Pen,35,7,913,0,2023-03-28T10:00:39Z,ukc8h7c8,NA,1,19,Female,0.1,no,7,4,2,4,3,0,FALSE
cenmmxqd,2,Pen,27,5,157,0,2023-03-28T10:00:40Z,ukc8h7c8,NA,3,18,Female,0,no,2,2,1,2,4,0.3,FALSE
zk2ot6ow,2,Pen,13,0,536,0,2023-03-28T10:00:41Z,ukc8h7c8,NA,1,21,Female,0,no,1,5,4,4,2,0,FALSE
fv75g5w7,2,Pen,55,0,217,-0.6,2023-03-28T10:00:45Z,ukc8h7c8,NA,1,19,Male,0.6,yes,7,2,4,2,5,0.7,FALSE
x0wpujz3,2,Pen,40,0,825,0,2023-03-28T10:01:17Z,ukc8h7c8,NA,1,22,Male,0.1,no,4,4,4,4,6,0.2,FALSE
m2hfzvvk,3,Time,36,0,451,8,2023-03-23T16:00:40Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,21,Female,0.1,no,1,7,6,7,1,0,FALSE
owuxiq18,3,Time,63,5,402,7.4,2023-03-23T16:00:48Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,22,Male,0.6,no,5,2,7,7,1,0,FALSE
qyvp6o6k,3,Time,100,0,217,10,2023-03-23T16:00:50Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,20,Female,0.1,no,1,4,4,4,1,0,FALSE
iz0of12s,3,Time,34,0,319,10,2023-03-23T16:00:50Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Female,0.08,no,6,1,7,7,7,0,FALSE
b2622qo7,3,Time,54,0,382,0,2023-03-23T16:00:50Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,23,Male,0,no,4,7,4,4,1,0,FALSE
9tl30n4x,3,Time,63,5,145,7,2023-03-23T16:00:51Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Female,0.5,no,2,2,7,7,7,0.1,FALSE
xh0hueex,3,Time,28,0,523,0,2023-03-23T16:00:51Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,19,Female,0.1,no,7,1,1,4,7,0.1,FALSE
ddyrmskn,3,Time,105,5,615,5,2023-03-23T16:00:51Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,23,Female,0.3,no,7,2,4,7,3,0,FALSE
1i0s21mj,3,Time,115,5,157,4.4,2023-03-23T16:00:52Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,20,Female,0.8,no,3,5,4,7,7,0.2,FALSE
8wgnfyn9,3,Time,79,2,634,8,2023-03-23T16:00:52Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,22,Male,0.2,no,2,2,4,7,1,0.1,FALSE
x69maqa0,3,Time,37,0,281,10,2023-03-23T16:00:52Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,20,Male,0,no,4,1,4,7,7,0,FALSE
tid1nbzg,3,Time,84,5,259,6,2023-03-23T16:00:53Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,18,Female,0.4,no,6,5,6,7,7,0.2,FALSE
21f05xy1,3,Time,45,2,536,5,2023-03-23T16:00:53Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Female,0.1,no,5,3,7,7,1,0.3,FALSE
9ekvyb87,3,Time,91,5,672,2,2023-03-23T16:00:53Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Male,0.5,no,6,1,4,7,7,0,FALSE
fwc1oa4t,3,Time,58,0,238,3,2023-03-23T16:00:54Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,21,Female,0,no,6,1,1,7,1,0,FALSE
igwwixlo,3,Time,52,5,609,10,2023-03-23T16:00:54Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,23,Female,0,no,7,2,5,7,7,0,FALSE
qh08clg2,3,Time,53,0,300,2,2023-03-23T16:00:55Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,22,Male,0.2,no,1,7,4,7,7,0,FALSE
2zz6m2il,3,Time,74,10,473,0,2023-03-23T16:00:55Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,22,Female,0,no,2,5,4,7,7,0,FALSE
uzdo5ae3,3,Time,0,0,397,0,2023-03-23T16:00:56Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,29,Male,0,no,7,1,2,7,1,0,FALSE
fbb5mwj0,3,Time,36,0,579,2.9,2023-03-23T16:00:56Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",1,18,Other,2,no,4,1,7,7,1,0,FALSE
a8ctbe82,3,Time,44,0,341,2,2023-03-23T16:00:58Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",3,33,Male,0.15,no,3,6,5,6,1,0.5,FALSE
bctb4gar,3,Time,37,5,131,4,2023-03-23T16:00:59Z,orafbb1k,"RAS, tres peu de sujets (22). sujet 579 particulierement lente",2,22,Female,0.2,no,6,2,1,7,7,0,FALSE
oeu12o8p,3,Food,35,5,145,0,2023-03-28T12:01:46Z,mh3kdc5t,NA,3,20,Female,0.1,no,7,1,2,2,2,0.5,FALSE
t6zpt78f,3,Food,29,5,777,0,2023-03-28T12:01:53Z,mh3kdc5t,NA,1,22,Male,0,no,7,5,1,1,7,0.3,FALSE
m7v1toqt,3,Food,44,3,300,0,2023-03-28T12:01:54Z,mh3kdc5t,NA,1,21,Male,0.1,no,5,5,1,1,7,0.3,FALSE
ji3vau6q,3,Food,87,0,473,0,2023-03-28T12:01:54Z,mh3kdc5t,NA,1,22,Male,0,no,5,5,2,1,6,0,FALSE
uwjx0juy,3,Food,48,4,904,0,2023-03-28T12:01:55Z,mh3kdc5t,NA,1,22,Male,0.4,no,1,1,1,1,7,0.6,FALSE
owzbyaif,3,Food,63,0,110,0,2023-03-28T12:01:56Z,mh3kdc5t,NA,1,23,Male,0.3,no,7,5,5,4,5,0.6,FALSE
cuhf50er,3,Food,52,2,536,0,2023-03-28T12:01:57Z,mh3kdc5t,NA,2,22,Male,0.2,no,3,4,1,4,4,0,FALSE
qh0b92qm,3,Food,57,3,816,0,2023-03-28T12:01:57Z,mh3kdc5t,NA,2,21,Male,0.1,no,7,2,1,1,2,0.3,FALSE
g0r0jj2x,3,Food,94,7,451,0,2023-03-28T12:01:58Z,mh3kdc5t,NA,1,18,Female,0.5,no,5,1,3,2,7,0.1,FALSE
0ao3e9lq,3,Food,72,5,402,0,2023-03-28T12:02:00Z,mh3kdc5t,NA,1,19,Female,0,no,6,1,1,2,7,0,FALSE
qul2tqrv,3,Food,56,5,103,0,2023-03-28T12:02:00Z,mh3kdc5t,NA,1,23,Female,0.1,no,7,5,3,2,6,0.1,FALSE
2ips1jl4,3,Food,26,5,680,-0.6,2023-03-28T12:02:02Z,mh3kdc5t,NA,2,20,Female,1.1,yes,3,4,4,5,4,0.1,FALSE
76bkgk1y,3,Food,36,1,752,0,2023-03-28T12:02:03Z,mh3kdc5t,NA,1,20,Female,0,no,7,7,7,6,2,0.2,FALSE
6oqcj3wl,3,Food,72,3,748,0,2023-03-28T12:02:04Z,mh3kdc5t,NA,1,20,Female,0.3,no,4,7,4,6,4,0.3,FALSE
3mdcukje,3,Water,19,3,145,0,2023-03-24T10:59:49Z,xit6phor,RAS,1,20,Female,0.2,no,4,5,1,6,4,0.2,FALSE
7zcyszqy,3,Water,53,0,451,10,2023-03-24T10:59:49Z,xit6phor,RAS,1,22,Male,0,no,1,5,1,5,7,0,FALSE
nliw48u1,3,Water,89,2,382,10,2023-03-24T10:59:49Z,xit6phor,RAS,1,21,Female,0,no,3,4,7,1,2,0.1,FALSE
7qaqfwo3,3,Water,72,3,672,0,2023-03-24T10:59:54Z,xit6phor,RAS,1,20,Female,0.15,no,2,1,1,2,3,0.1,FALSE
ejtji3kj,3,Water,71,3,319,0,2023-03-24T10:59:55Z,xit6phor,RAS,1,27,Female,0.5,no,4,5,1,1,1,0.1,FALSE
v7gu3sua,3,Water,106,0,615,10,2023-03-24T10:59:55Z,xit6phor,RAS,1,20,Male,0,no,1,4,1,4,7,0.1,FALSE
tgrqgd60,3,Water,56,0,397,10,2023-03-24T10:59:58Z,xit6phor,RAS,1,22,Female,0.25,no,7,1,1,7,4,0.75,FALSE
q9meur1z,3,Water,37,0,259,10,2023-03-24T10:59:58Z,xit6phor,RAS,2,20,Male,0.2,no,4,4,1,2,7,0.4,FALSE
h427e23s,3,Water,29,5,281,0,2023-03-24T11:00:01Z,xit6phor,RAS,3,27,Female,0.3,no,4,4,2,4,3,0,FALSE
7ypzuz32,3,Water,45,5,893,0,2023-03-24T11:00:01Z,xit6phor,RAS,1,27,Male,0,no,5,1,4,1,1,0,FALSE
nv3e82os,3,Water,49,5,110,0,2023-03-24T11:00:01Z,xit6phor,RAS,1,18,Female,0,no,1,1,1,1,4,0,FALSE
epbp778v,3,Water,33,3,131,0,2023-03-24T11:00:03Z,xit6phor,RAS,1,24,Male,0,no,5,3,3,3,5,0.1,FALSE
sp1xn2bu,3,Water,60,7,473,5,2023-03-24T11:00:04Z,xit6phor,RAS,2,21,Male,0.5,no,6,3,4,2,5,0.5,FALSE
stignrdy,3,Water,39,0,634,4.4,2023-03-24T11:00:04Z,xit6phor,RAS,1,20,Female,0.8,yes,5,4,6,1,1,0.2,FALSE
19oel8s7,3,Water,42,10,103,10,2023-03-24T11:00:05Z,xit6phor,RAS,2,20,Other,0.2,no,2,1,1,1,5,0,FALSE
cet4765u,3,Water,47,5,579,8,2023-03-24T11:00:07Z,xit6phor,RAS,3,23,Male,0.3,no,2,2,1,2,6,0,FALSE
